timestamp,price
1673913600000,1577.73
1674000000000,1569.53
1674086400000,1516.56
1674172800000,1550.51
1674259200000,1661.33
1674345600000,1625.91
1674432000000,1630.84
1674518400000,1632.96
1674604800000,1557.06
1674691200000,1614.68
1674777600000,1602.85
1674864000000,1598.47
1674950400000,1573.06
1675036800000,1646.52
1675123200000,1568.65
1675209600000,1586.54
1675296000000,1642.86
1675382400000,1648.68
1675468800000,1665.43
1675555200000,1667.27
1675641600000,1631.37
1675728000000,1617.14
1675814400000,1672.82
1675900800000,1651.41
1675987200000,1546.38
1676073600000,1515.53
1676160000000,1541.97
1676246400000,1515.33
1676332800000,1506.92
1676419200000,1556.96
1676505600000,1674.86
1676592000000,1646.14
1676678400000,1697.08
1676764800000,1692.52
1676851200000,1680.38
1676937600000,1700.2
1677024000000,1656.58
1677110400000,1643.17
1677196800000,1651.85
1677283200000,1608.1
1677369600000,1593.95
1677456000000,1640.58
1677542400000,1633.98
1677628800000,1606.63
1677715200000,1663.93
1677801600000,1647.66
1677888000000,1570.67
1677974400000,1568.5
1678060800000,1563.23
1678147200000,1567.35
1678233600000,1563.81
1678320000000,1535.26
1678406400000,1440.17
1678492800000,1429.6
1678579200000,1474.4
1678665600000,1588.2
1678752000000,1678.92
1678838400000,1708.3
1678924800000,1658.07
1679011200000,1679.79
1679097600000,1793.3
1679184000000,1769.43
1679270400000,1801.37
1679356800000,1744.44
1679443200000,1811.41
1679529600000,1747.64
1679616000000,1824.96
1679702400000,1751.22
1679788800000,1753.98
1679875200000,1776.87
1679961600000,1719.17
1680048000000,1776.04
1680134400000,1795.54
1680220800000,1792.91
1680307200000,1824.02
1680393600000,1823.0
1680480000000,1797.74
1680566400000,1810.47
1680652800000,1871.33
1680739200000,1911.34
1680825600000,1872.25
1680912000000,1866.66
1680998400000,1851.05
1681084800000,1859.94
1681171200000,1909.88
1681257600000,1892.94
1681344000000,1920.22
1681430400000,2012.79
1681516800000,2102.95
1681603200000,2093.17
1681689600000,2118.6
1681776000000,2077.54
1681862400000,2103.28
1681948800000,1936.43
1682035200000,1943.44
1682121600000,1850.15
1682208000000,1877.54
1682294400000,1863.64
1682380800000,1842.63
1682467200000,1870.57
1682553600000,1867.59
1682640000000,1910.46
1682726400000,1894.43
1682812800000,1905.27
1682899200000,1885.39
1682985600000,1832.73
1683072000000,1870.83
1683158400000,1903.73
1683244800000,1877.4
1683331200000,1993.61
1683417600000,1900.41
1683504000000,1895.23
1683590400000,1849.29
1683676800000,1846.06
1683763200000,1842.87
1683849600000,1798.07
1683936000000,1808.69
1684022400000,1797.2
1684108800000,1799.01
1684195200000,1820.04
1684281600000,1823.66
1684368000000,1821.05
1684454400000,1802.39
1684540800000,1812.13
1684627200000,1818.97
1684713600000,1804.93
1684800000000,1818.4
1684886400000,1854.19
1684972800000,1800.74
