timestamp,price
1683936000000,0.37
1684022400000,0.37
1684108800000,0.37
1684195200000,0.37
1684281600000,0.37
1684368000000,0.38
1684454400000,0.37
1684540800000,0.37
1684627200000,0.37
1684713600000,0.36
1684800000000,0.37
1684886400000,0.37
1684972800000,0.36
1685059200000,0.36
1685145600000,0.36
1685232000000,0.37
1685318400000,0.38
1685404800000,0.38
1685491200000,0.38
1685577600000,0.38
1685664000000,0.37
1685750400000,0.38
1685836800000,0.38
1685923200000,0.38
1686009600000,0.35
1686096000000,0.35
1686182400000,0.32
1686268800000,0.32
1686355200000,0.3
1686441600000,0.28
1686528000000,0.27
1686614400000,0.28
1686700800000,0.27
1686787200000,0.26
1686873600000,0.26
1686960000000,0.26
1687046400000,0.27
1687132800000,0.26
1687219200000,0.26
1687305600000,0.27
1687392000000,0.29
1687478400000,0.29
1687564800000,0.3
1687651200000,0.29
1687737600000,0.29
1687824000000,0.28
1687910400000,0.29
1687996800000,0.27
1688083200000,0.28
1688169600000,0.29
1688256000000,0.29
1688342400000,0.29
1688428800000,0.3
1688515200000,0.29
1688601600000,0.28
1688688000000,0.28
1688774400000,0.28
1688860800000,0.29
1688947200000,0.28
1689033600000,0.29
1689120000000,0.29
1689206400000,0.29
1689292800000,0.36
1689379200000,0.33
1689465600000,0.33
1689552000000,0.31
1689638400000,0.31
1689724800000,0.31
1689811200000,0.32
1689897600000,0.32
1689984000000,0.31
1690070400000,0.31
1690156800000,0.32
1690243200000,0.31
1690329600000,0.3
1690416000000,0.31
1690502400000,0.31
1690588800000,0.31
1690675200000,0.31
1690761600000,0.32
1690848000000,0.31
1690934400000,0.31
1691020800000,0.3
1691107200000,0.29
1691193600000,0.29
1691280000000,0.29
1691366400000,0.29
1691452800000,0.29
1691539200000,0.3
1691625600000,0.3
1691712000000,0.3
1691798400000,0.29
1691884800000,0.29
1691971200000,0.29
1692057600000,0.29
1692144000000,0.28
1692230400000,0.27
1692316800000,0.25
1692403200000,0.26
1692489600000,0.27
1692576000000,0.27
1692662400000,0.26
1692748800000,0.26
1692835200000,0.27
1692921600000,0.27
1693008000000,0.26
1693094400000,0.26
1693180800000,0.26
1693267200000,0.27
1693353600000,0.27
1693440000000,0.27
1693526400000,0.26
1693612800000,0.26
1693699200000,0.26
1693785600000,0.26
1693872000000,0.26
1693958400000,0.26
1694044800000,0.26
1694131200000,0.26
1694217600000,0.25
1694304000000,0.25
1694390400000,0.25
1694476800000,0.24
1694563200000,0.25
1694649600000,0.25
1694736000000,0.25
1694822400000,0.25
1694908800000,0.25
1694995200000,0.25
1695081600000,0.25
1695168000000,0.25
1695254400000,0.25
1695340800000,0.25
1695427200000,0.24
1695513600000,0.25
1695600000000,0.24
1695686400000,0.25
1695772800000,0.25
1695859200000,0.24
1695945600000,0.25
1696032000000,0.25
1696118400000,0.25
1696204800000,0.27
1696291200000,0.26
1696377600000,0.26
1696464000000,0.26
1696550400000,0.26
1696636800000,0.26
1696723200000,0.26
1696809600000,0.26
1696896000000,0.25
1696982400000,0.25
1697068800000,0.25
1697155200000,0.25
1697241600000,0.25
1697328000000,0.25
1697414400000,0.25
1697500800000,0.25
1697587200000,0.25
1697673600000,0.24
1697760000000,0.25
1697846400000,0.25
1697932800000,0.26
1698019200000,0.26
1698105600000,0.28
1698192000000,0.28
1698278400000,0.28
1698364800000,0.29
1698451200000,0.29
1698537600000,0.29
1698624000000,0.3
1698710400000,0.3
1698796800000,0.29
1698883200000,0.31
1698969600000,0.32
1699056000000,0.33
1699142400000,0.33
1699228800000,0.34
1699315200000,0.36
1699401600000,0.35
1699488000000,0.36
1699574400000,0.37
1699660800000,0.39
1699747200000,0.38
1699833600000,0.38
1699920000000,0.36
1700006400000,0.36
1700092800000,0.38
1700179200000,0.37
1700265600000,0.37
1700352000000,0.38
1700438400000,0.38
1700524800000,0.38
1700611200000,0.36
1700697600000,0.38
1700784000000,0.39
1700870400000,0.39
1700956800000,0.39
1701043200000,0.39
1701129600000,0.38
1701216000000,0.39
1701302400000,0.38
1701388800000,0.38
1701475200000,0.38
1701561600000,0.4
1701648000000,0.39
1701734400000,0.41
1701820800000,0.43
1701907200000,0.44
1701993600000,0.46
1702080000000,0.55
1702166400000,0.58
1702252800000,0.6
1702339200000,0.55
1702425600000,0.58
1702512000000,0.66
1702598400000,0.64
1702684800000,0.6
1702771200000,0.61
1702857600000,0.58
1702944000000,0.6
1703030400000,0.58
1703116800000,0.59
1703203200000,0.64
1703289600000,0.62
1703376000000,0.61
1703462400000,0.59
1703548800000,0.63
1703635200000,0.61
1703721600000,0.63
1703808000000,0.62
1703894400000,0.61
1703980800000,0.6
1704067200000,0.59
1704153600000,0.62
1704240000000,0.61
1704326400000,0.56
1704412800000,0.57
1704499200000,0.54
1704585600000,0.52
1704672000000,0.49
1704758400000,0.54
1704844800000,0.51
1704931200000,0.57
1705017600000,0.58
1705104000000,0.55
1705190400000,0.55
1705276800000,0.53
1705363200000,0.53
1705431529000,0.54
