timestamp,open,close,high,low,volume
1705363200000,0.52802,0.5389,0.54874,0.526,244260.76463549
1705276800000,0.52633,0.52767,0.54172,0.52224,582119.97083341
1705190400000,0.54933,0.52549,0.55,0.52392,627505.83775948
1705104000000,0.54731,0.54905,0.5538,0.53134,452164.122904
1705017600000,0.58164,0.5478,0.5879,0.52705,726460.66952697
1704931200000,0.5662,0.5822,0.61657,0.561,2229305.34849282
1704844800000,0.5124,0.56504,0.58863,0.48775,3794746.33387939
1704758400000,0.54162,0.5119,0.54289,0.49661,3134284.59998071
1704672000000,0.49527,0.54157,0.54474,0.46515,3066912.14806448
1704585600000,0.52296,0.49463,0.5309,0.48839,1123135.64627736
1704499200000,0.54192,0.52335,0.5435,0.50758,660806.22044258
1704412800000,0.57237,0.54228,0.57356,0.52225,1802355.66605011
1704326400000,0.5572,0.57077,0.57908,0.54988,1188490.04704261
1704240000000,0.60634,0.55744,0.6188,0.4889,3535258.14370407
1704153600000,0.62394,0.60575,0.63726,0.60284,867609.65980282
1704067200000,0.59526,0.62296,0.62429,0.59118,508933.2357331
1703980800000,0.60146,0.59492,0.6104,0.58,869391.70413277
1703894400000,0.60839,0.6016,0.61385,0.59391,620036.59587667
1703808000000,0.61944,0.60804,0.62629,0.59184,1048614.77777152
1703721600000,0.6322,0.61739,0.67738,0.61041,1863381.52336942
1703635200000,0.60955,0.63368,0.64302,0.58494,1697963.98801016
1703548800000,0.62512,0.60912,0.62828,0.56137,3212372.78293678
1703462400000,0.59331,0.62512,0.63526,0.59018,1510623.70472298
1703376000000,0.61388,0.59274,0.62942,0.58589,2450853.10979982
1703289600000,0.62334,0.6138,0.62433,0.5971,929124.34856092
1703203200000,0.63968,0.62407,0.65202,0.60632,3081285.82273577
1703116800000,0.58977,0.63591,0.63999,0.5826,2263749.61387879
1703030400000,0.57627,0.5909,0.6104,0.56933,973443.86765927
1702944000000,0.60279,0.5766,0.61746,0.567,1123796.68354981
1702857600000,0.58062,0.60332,0.60332,0.54393,1761431.87826638
1702771200000,0.60959,0.58127,0.61909,0.57772,993656.42440355
1702684800000,0.60221,0.6095,0.62648,0.58732,872038.01957857
1702598400000,0.6436,0.60091,0.65435,0.60009,3573598.91244071
1702512000000,0.669,0.6449,0.68048,0.61,3611063.24154598
1702425600000,0.57656,0.66793,0.679,0.54295,4875091.2603134
1702339200000,0.55322,0.57851,0.60653,0.55165,2576838.54701939
1702252800000,0.5959,0.55097,0.59855,0.51191,4746571.18603662
1702166400000,0.5799,0.5954,0.6149,0.57026,2723349.1908595
1702080000000,0.54625,0.5794,0.647,0.54442,5621563.25768953
1701993600000,0.45592,0.54563,0.57115,0.45313,4508416.729991
1701907200000,0.44395,0.45582,0.45962,0.43186,3263264.12332997
1701820800000,0.42515,0.44266,0.45524,0.4169,3025727.94687575
1701734400000,0.40658,0.42606,0.42629,0.39633,1805756.37408895
1701648000000,0.39464,0.40632,0.41481,0.39148,1653554.66482896
1701561600000,0.3978,0.3952,0.40233,0.38781,641305.18040004
1701475200000,0.38363,0.39775,0.39775,0.38284,1276268.40055959
1701388800000,0.37484,0.38397,0.38559,0.3738,993240.91230895
1701302400000,0.38185,0.376,0.38232,0.37198,894787.56161877
1701216000000,0.38603,0.38166,0.38895,0.3777,1511276.81214397
1701129600000,0.37819,0.38425,0.38807,0.36953,1024578.23436174
1701043200000,0.38727,0.37835,0.39158,0.3715,814109.55564909
1700956800000,0.39431,0.38814,0.39532,0.37807,936824.86513337
1700870400000,0.3861,0.39472,0.39594,0.3844,608316.86112601
1700784000000,0.3876,0.3862,0.39752,0.38334,2085849.05673287
1700697600000,0.38047,0.38651,0.38711,0.37636,1446093.63806869
1700611200000,0.35676,0.38045,0.38733,0.35595,1457588.15747521
1700524800000,0.38014,0.35691,0.38991,0.35569,1931104.88101589
1700438400000,0.38314,0.3805,0.39938,0.37823,2707690.88276244
1700352000000,0.37789,0.38444,0.3856,0.36897,1145662.6306456
1700265600000,0.36752,0.37774,0.37774,0.34939,1257780.40924874
1700179200000,0.37047,0.36743,0.37787,0.35316,1422581.0880858
1700092800000,0.37897,0.37097,0.40969,0.35844,4151430.69560556
