timestamp,price
1674086400000,20.86
1674172800000,21.41
1674259200000,25.58
1674345600000,24.67
1674432000000,24.27
1674518400000,24.43
1674604800000,22.79
1674691200000,24.66
1674777600000,24.36
1674864000000,24.41
1674950400000,23.99
1675036800000,26.18
1675123200000,23.96
1675209600000,23.96
1675296000000,24.98
1675382400000,24.32
1675468800000,24.69
1675555200000,24.35
1675641600000,23.51
1675728000000,22.72
1675814400000,23.9
1675900800000,23.21
1675987200000,20.44
1676073600000,20.12
1676160000000,20.84
1676246400000,21.44
1676332800000,20.78
1676419200000,21.85
1676505600000,23.89
1676592000000,22.34
1676678400000,23.19
1676764800000,23.45
1676851200000,24.81
1676937600000,26.04
1677024000000,24.92
1677110400000,24.17
1677196800000,23.92
1677283200000,23.06
1677369600000,22.41
1677456000000,23.23
1677542400000,22.69
1677628800000,21.92
1677715200000,22.51
1677801600000,21.97
1677888000000,21.41
1677974400000,20.96
1678060800000,21.0
1678147200000,20.63
1678233600000,20.27
1678320000000,18.43
1678406400000,17.33
1678492800000,18.21
1678579200000,18.07
1678665600000,20.34
1678752000000,20.38
1678838400000,20.98
1678924800000,19.34
1679011200000,19.83
1679097600000,21.64
1679184000000,21.32
1679270400000,22.02
1679356800000,22.32
1679443200000,22.74
1679529600000,21.58
1679616000000,22.31
1679702400000,20.77
1679788800000,20.59
1679875200000,20.98
1679961600000,19.96
1680048000000,20.5
1680134400000,21.13
1680220800000,20.57
1680307200000,21.21
1680393600000,21.08
1680480000000,20.57
1680566400000,20.44
1680652800000,20.92
1680739200000,20.98
1680825600000,20.61
1680912000000,20.48
1680998400000,20.04
1681084800000,20.3
1681171200000,20.88
1681257600000,23.01
1681344000000,23.83
1681430400000,24.43
1681516800000,24.77
1681603200000,24.08
1681689600000,25.3
1681776000000,24.58
1681862400000,24.83
1681948800000,22.67
1682035200000,22.18
1682121600000,21.26
1682208000000,21.85
1682294400000,21.5
1682380800000,21.39
1682467200000,21.94
1682553600000,21.26
1682640000000,22.34
1682726400000,23.37
1682812800000,23.13
1682899200000,23.0
1682985600000,22.01
1683072000000,22.26
1683158400000,22.22
1683244800000,21.74
1683331200000,22.82
1683417600000,21.99
1683504000000,22.0
1683590400000,20.66
1683676800000,20.66
1683763200000,20.98
1683849600000,20.25
1683936000000,20.92
1684022400000,20.9
1684108800000,20.94
1684195200000,21.04
1684281600000,20.69
1684368000000,21.06
1684454400000,20.35
1684540800000,20.35
1684627200000,20.27
1684713600000,19.63
1684800000000,19.56
1684886400000,20.05
1684972800000,19.21
1685059200000,19.26
1685145600000,19.37
1685232000000,20.41
1685318400000,20.82
1685404800000,20.57
1685491200000,21.25
1685577600000,20.82
1685664000000,20.51
1685750400000,21.26
1685836800000,21.15
1685923200000,21.87
1686009600000,20.08
1686096000000,20.4
1686182400000,18.65
1686268800000,18.92
1686355200000,17.32
1686441600000,15.71
1686528000000,15.55
1686614400000,15.22
1686700800000,15.0
1686787200000,14.51
1686873600000,14.74
1686960000000,15.31
1687046400000,15.63
1687132800000,15.43
1687219200000,16.04
1687305600000,16.63
1687392000000,17.26
1687478400000,16.65
1687564800000,17.1
1687651200000,16.63
1687737600000,16.96
1687824000000,16.28
1687910400000,16.6
1687996800000,16.0
1688083200000,18.0
1688169600000,18.93
1688256000000,18.61
1688342400000,19.45
1688428800000,19.21
1688515200000,19.22
1688601600000,18.97
1688688000000,19.92
1688774400000,21.44
1688860800000,21.9
1688947200000,21.35
1689033600000,21.3
1689120000000,22.07
1689206400000,22.0
1689292800000,25.99
1689379200000,26.71
1689465600000,27.35
1689552000000,27.37
1689638400000,26.86
1689724800000,25.53
1689811200000,26.35
1689897600000,25.34
1689984000000,25.59
1690070400000,24.46
1690156800000,24.77
1690243200000,23.42
1690329600000,23.27
1690416000000,25.15
1690502400000,25.09
1690588800000,24.83
1690675200000,25.17
1690761600000,24.27
1690848000000,23.76
1690934400000,23.93
1691020800000,23.13
1691107200000,22.65
1691193600000,22.81
1691280000000,22.63
1691366400000,23.16
1691452800000,23.05
1691539200000,24.2
1691625600000,24.38
1691712000000,24.62
1691798400000,24.58
1691884800000,24.89
1691971200000,24.22
1692057600000,25.15
1692144000000,23.88
1692230400000,22.85
1692316800000,21.65
1692403200000,21.33
1692489600000,21.88
1692576000000,21.75
1692662400000,21.2
1692748800000,20.55
1692835200000,21.67
1692921600000,21.03
1693008000000,20.39
1693094400000,20.27
1693180800000,20.78
1693267200000,20.56
1693353600000,21.76
