timestamp,price
1674086400000,0.38
1674172800000,0.39
1674259200000,0.41
1674345600000,0.4
1674432000000,0.4
1674518400000,0.43
1674604800000,0.41
1674691200000,0.42
1674777600000,0.41
1674864000000,0.41
1674950400000,0.41
1675036800000,0.41
1675123200000,0.4
1675209600000,0.41
1675296000000,0.41
1675382400000,0.41
1675468800000,0.41
1675555200000,0.41
1675641600000,0.4
1675728000000,0.39
1675814400000,0.4
1675900800000,0.4
1675987200000,0.38
1676073600000,0.38
1676160000000,0.39
1676246400000,0.38
1676332800000,0.37
1676419200000,0.38
1676505600000,0.4
1676592000000,0.39
1676678400000,0.4
1676764800000,0.39
1676851200000,0.39
1676937600000,0.4
1677024000000,0.39
1677110400000,0.4
1677196800000,0.39
1677283200000,0.38
1677369600000,0.38
1677456000000,0.38
1677542400000,0.38
1677628800000,0.38
1677715200000,0.38
1677801600000,0.38
1677888000000,0.38
1677974400000,0.38
1678060800000,0.37
1678147200000,0.37
1678233600000,0.38
1678320000000,0.39
1678406400000,0.37
1678492800000,0.37
1678579200000,0.37
1678665600000,0.37
1678752000000,0.37
1678838400000,0.37
1678924800000,0.36
1679011200000,0.37
1679097600000,0.38
1679184000000,0.38
1679270400000,0.39
1679356800000,0.38
1679443200000,0.47
1679529600000,0.43
1679616000000,0.45
1679702400000,0.43
1679788800000,0.45
1679875200000,0.45
1679961600000,0.48
1680048000000,0.52
1680134400000,0.55
1680220800000,0.54
1680307200000,0.54
1680393600000,0.51
1680480000000,0.52
1680566400000,0.5
1680652800000,0.5
1680739200000,0.51
1680825600000,0.5
1680912000000,0.51
1680998400000,0.51
1681084800000,0.51
1681171200000,0.52
1681257600000,0.52
1681344000000,0.51
1681430400000,0.51
1681516800000,0.52
1681603200000,0.52
1681689600000,0.52
1681776000000,0.51
1681862400000,0.53
1681948800000,0.49
1682035200000,0.47
1682121600000,0.45
1682208000000,0.47
1682294400000,0.47
1682380800000,0.46
1682467200000,0.47
1682553600000,0.46
1682640000000,0.47
1682726400000,0.48
1682812800000,0.48
1682899200000,0.47
1682985600000,0.47
1683072000000,0.47
1683158400000,0.46
1683244800000,0.46
1683331200000,0.47
1683417600000,0.46
1683504000000,0.45
1683590400000,0.43
1683676800000,0.43
1683763200000,0.43
1683849600000,0.42
1683936000000,0.43
1684022400000,0.43
1684108800000,0.43
1684195200000,0.43
1684281600000,0.44
1684368000000,0.45
1684454400000,0.46
1684540800000,0.47
1684627200000,0.47
1684713600000,0.46
1684800000000,0.46
1684886400000,0.47
1684972800000,0.45
1685059200000,0.45
1685145600000,0.47
1685232000000,0.47
1685318400000,0.48
1685404800000,0.49
1685491200000,0.52
1685577600000,0.52
1685664000000,0.51
1685750400000,0.53
1685836800000,0.52
1685923200000,0.54
1686009600000,0.51
1686096000000,0.53
1686182400000,0.52
1686268800000,0.53
1686355200000,0.54
1686441600000,0.51
1686528000000,0.52
1686614400000,0.53
1686700800000,0.52
1686787200000,0.48
1686873600000,0.48
1686960000000,0.48
1687046400000,0.48
1687132800000,0.49
1687219200000,0.49
