timestamp,open,close,high,low,volume
1705536000000,2530.4,2539,2542.3,2511.1,1206.52087829
1705449600000,2588.6,2530.8,2593.9,2508,5641.24688216
1705363200000,2512.2,2586.7,2616.7,2497.2,3579.3156237
1705276800000,2474.6,2514.6,2552.5,2472.1,2869.86659517
1705190400000,2577.5,2472.7,2578.5,2468.7,3673.61811048
1705104000000,2527,2576.2,2589,2498.2,5632.50850463
1705017600000,2618.5,2524,2715.9,2457.3,17760.77411961
1704931200000,2583.3,2620,2685.9,2562.3,26161.06695155
1704844800000,2344.5,2580.4,2635.1,2340.4,34325.16390527
1704758400000,2333,2344.1,2371.5,2226.7,12598.71964245
1704672000000,2223.6,2333,2359.6,2168.4,7226.86144985
1704585600000,2242.9,2224.1,2260,2206.6,1908.34561305
1704499200000,2271.6,2242,2272.9,2218.5,3332.46799595
1704412800000,2271,2270.1,2279.5,2209.5,4118.39445869
1704326400000,2211.3,2270.8,2298.4,2204.7,6225.54945868
1704240000000,2358.2,2211.8,2387.1,2097.4,21831.3641157
1704153600000,2352.7,2356.7,2431.9,2340,12905.24556897
1704067200000,2286.5,2352.5,2352.6,2269.5,5240.32140427
1703980800000,2294,2284.9,2323.7,2260,2123.55930096
1703894400000,2299.7,2293.5,2324.7,2271.3,2762.08945001
1703808000000,2346.5,2302.7,2388.6,2258.1,6061.74631413
1703721600000,2380.7,2348,2447.1,2337.1,19683.8564444
1703635200000,2233.1,2379.6,2393.5,2215.3,15021.38972314
1703548800000,2274.2,2234,2277,2182,4671.23200552
1703462400000,2267.1,2275,2308.4,2257.3,1735.58872522
1703376000000,2312.6,2267.1,2325.2,2248.1,2616.56132768
1703289600000,2329.7,2312.8,2337.1,2269.2,1891.48836828
1703203200000,2242.3,2330,2346.9,2233.1,6478.57158066
1703116800000,2201.6,2241.5,2281.8,2187,5257.03049926
1703030400000,2180.1,2203.7,2268,2160.2,5267.34387058
1702944000000,2220.7,2180.5,2257.2,2138,4239.97042534
1702857600000,2198.1,2219.4,2224.7,2118.2,5091.69429323
1702771200000,2232.3,2197.7,2250,2192,2249.44102985
1702684800000,2223.9,2231.7,2265.6,2213.5,2302.14574731
1702598400000,2317.5,2220.8,2319.8,2201.6,3069.99437691
1702512000000,2262.1,2319.1,2334.1,2229.5,4205.84156998
1702425600000,2204.5,2262.5,2285.1,2147.8,5364.13362147
1702339200000,2226.3,2204.4,2245,2166.7,4637.45010798
1702252800000,2353.6,2226.9,2356.4,2137.8,11254.64576144
1702166400000,2342.5,2354.6,2378.9,2324.5,2057.9056535
1702080000000,2359.2,2341.9,2404.1,2330.5,6437.76474976
1701993600000,2356.5,2358.3,2392.2,2336.4,4164.64847704
1701907200000,2235.3,2357.5,2382.7,2224.2,16451.97046628
1701820800000,2295.5,2235.7,2312.5,2222.4,10670.18131899
