datetime,open,close,high,low,volume,return,price
2023-12-22 00:00:00+00:00,0.62478,0.62581,0.6319,0.61626,2369867.44129463,0.001648580300265654,0.62
2023-12-21 00:00:00+00:00,0.61682,0.62453,0.62537,0.61092,2318405.56826334,0.012499594695373033,0.62
2023-12-20 00:00:00+00:00,0.6051,0.61753,0.62714,0.60147,3244434.61027801,0.02054205916377467,0.6
2023-12-19 00:00:00+00:00,0.61216,0.60547,0.61686,0.59761,2284441.69539446,-0.010928515420805156,0.61
2023-12-18 00:00:00+00:00,0.61072,0.61264,0.61462,0.5773,3411319.78012727,0.003143830233167281,0.61
2023-12-17 00:00:00+00:00,0.62107,0.61073,0.62405,0.60889,1026389.01587875,-0.01664868694350076,0.62
2023-12-16 00:00:00+00:00,0.61597,0.62091,0.62622,0.61102,1004137.1444979,0.0080198710976183,0.62
2023-12-15 00:00:00+00:00,0.63224,0.61551,0.64438,0.613,2377768.64247595,-0.026461470327723682,0.63
2023-12-14 00:00:00+00:00,0.62851,0.63294,0.63834,0.6024,3189267.13912361,0.007048416095209199,0.63
2023-12-13 00:00:00+00:00,0.61912,0.62788,0.63485,0.59449,4048162.87606262,0.014149114872722558,0.62
2023-12-12 00:00:00+00:00,0.61917,0.61988,0.62651,0.60727,2614849.31095472,0.0011466963838687087,0.62
2023-12-11 00:00:00+00:00,0.66239,0.61911,0.66306,0.59632,6803163.46704505,-0.0653391506514289,0.66
2023-12-10 00:00:00+00:00,0.659,0.66214,0.67191,0.64746,2803973.98907513,0.004764795144157694,0.66
2023-12-09 00:00:00+00:00,0.67245,0.65895,0.69989,0.65259,6649122.23689192,-0.02007584207004232,0.67
2023-12-08 00:00:00+00:00,0.64473,0.67228,0.67529,0.63795,3496305.07072477,0.04273106571743204,0.64
2023-12-07 00:00:00+00:00,0.64054,0.64352,0.65474,0.62219,3286437.73121622,0.00465232460111778,0.64
2023-12-06 00:00:00+00:00,0.62163,0.64119,0.64414,0.611,3637485.73643175,0.03146566285410939,0.62
2023-12-05 00:00:00+00:00,0.62358,0.62162,0.6299,0.60701,2221277.66597241,-0.0031431412168447877,0.62
2023-12-04 00:00:00+00:00,0.62269,0.62397,0.64335,0.5816,4250372.75908727,0.0020555974883169135,0.62
2023-12-03 00:00:00+00:00,0.62054,0.62247,0.63304,0.61664,1674359.60099058,0.003110194346859167,0.62
2023-12-02 00:00:00+00:00,0.61273,0.62062,0.6225,0.6112,1556058.84553239,0.012876797284285008,0.61
2023-12-01 00:00:00+00:00,0.60589,0.61274,0.61382,0.60331,1095657.04533906,0.011305682549637576,0.61
2023-11-30 00:00:00+00:00,0.60882,0.60628,0.6094,0.59814,2654281.8948525,-0.004172004861863912,0.61
2023-11-29 00:00:00+00:00,0.61105,0.60928,0.61689,0.60368,2081765.15230772,-0.0028966533016937046,0.61
2023-11-28 00:00:00+00:00,0.6035,0.61081,0.61365,0.59626,2034703.93819097,0.012112676056337908,0.6
2023-11-27 00:00:00+00:00,0.61579,0.604,0.61659,0.59408,3425238.45622605,-0.019146137481933726,0.62
2023-11-26 00:00:00+00:00,0.62283,0.61595,0.63728,0.6066,2564217.75308261,-0.011046352937398644,0.62
2023-11-25 00:00:00+00:00,0.62101,0.62282,0.62351,0.61554,1192175.89852117,0.0029146068501313817,0.62
2023-11-24 00:00:00+00:00,0.62072,0.62142,0.62591,0.61598,2051410.49715091,0.0011277226446705806,0.62
2023-11-23 00:00:00+00:00,0.61138,0.6207,0.62363,0.60623,2331784.70044615,0.01524420164218652,0.61
2023-11-22 00:00:00+00:00,0.57842,0.61132,0.61622,0.57813,2693008.50522514,0.05687908440233728,0.58
2023-11-21 00:00:00+00:00,0.61257,0.57871,0.61772,0.57346,4290088.54764243,-0.0552753154741499,0.61
2023-11-20 00:00:00+00:00,0.62615,0.61247,0.6288,0.6067,1950895.4634918,-0.021847800047911883,0.63
2023-11-19 00:00:00+00:00,0.61041,0.62591,0.62886,0.60196,1576696.00888064,0.025392768794744447,0.61
2023-11-18 00:00:00+00:00,0.61315,0.61122,0.61467,0.58955,1272028.72769277,-0.003147680013047358,0.61
2023-11-17 00:00:00+00:00,0.61219,0.61362,0.62459,0.5861,2160983.30958419,0.002335876116891884,0.61
2023-11-16 00:00:00+00:00,0.64834,0.61179,0.65363,0.60316,3204276.21428836,-0.05637474164790092,0.65
2023-11-15 00:00:00+00:00,0.62981,0.64793,0.65059,0.62545,2274248.57421258,0.02877058160397584,0.63
2023-11-14 00:00:00+00:00,0.67062,0.6297,0.67257,0.58977,6386342.44747552,-0.06101816229757531,0.67
2023-11-13 00:00:00+00:00,0.66092,0.67133,0.75,0.6403,10162874.41704211,0.015750771651637158,0.66
2023-11-12 00:00:00+00:00,0.66249,0.66137,0.6705,0.64579,2064207.29902468,-0.0016905915560989748,0.66
2023-11-11 00:00:00+00:00,0.65966,0.66273,0.68757,0.64045,3552489.51998617,0.004653912621653605,0.66
2023-11-10 00:00:00+00:00,0.66681,0.65958,0.67097,0.63677,4379553.54977092,-0.010842668826202304,0.67
2023-11-09 00:00:00+00:00,0.6871,0.66687,0.70797,0.61897,8965303.61109322,-0.02944258477659741,0.69
2023-11-08 00:00:00+00:00,0.68593,0.68729,0.69888,0.67303,3916119.79774758,0.0019827096059363445,0.69
2023-11-07 00:00:00+00:00,0.71496,0.68605,0.71496,0.65032,8800140.36798006,-0.04043582857782252,0.72
2023-11-06 00:00:00+00:00,0.6619,0.71519,0.733,0.6595,8255128.32098923,0.08051065115576363,0.66
2023-11-05 00:00:00+00:00,0.61659,0.66142,0.66378,0.61473,6330233.23801542,0.07270633646345227,0.62
2023-11-04 00:00:00+00:00,0.61283,0.61561,0.61862,0.6093,1058236.26012259,0.004536331445914862,0.61
2023-11-03 00:00:00+00:00,0.60564,0.61368,0.61594,0.5916,2522518.97814495,0.013275212997820566,0.61
2023-11-02 00:00:00+00:00,0.60929,0.606,0.62661,0.5873,3964345.42607286,-0.005399727551740575,0.61
2023-11-01 00:00:00+00:00,0.59978,0.6093,0.61723,0.58085,3895220.22846735,0.01587248657841204,0.6
2023-10-31 00:00:00+00:00,0.57826,0.59985,0.6218,0.56279,6519766.337987,0.037336146370144915,0.58
2023-10-30 00:00:00+00:00,0.55695,0.57841,0.58403,0.55003,4440897.01185515,0.038531286470957965,0.56
2023-10-29 00:00:00+00:00,0.54504,0.55651,0.56128,0.54116,1273319.36444489,0.02104432702186992,0.55
2023-10-28 00:00:00+00:00,0.54346,0.54525,0.55122,0.54119,752741.32342563,0.0032937106686783905,0.55
2023-10-27 00:00:00+00:00,0.55345,0.54355,0.55915,0.534,3239516.36379684,-0.017887794742072492,0.55
2023-10-26 00:00:00+00:00,0.55552,0.5538,0.57044,0.5429,3476882.53232881,-0.003096198156682126,0.55
2023-10-25 00:00:00+00:00,0.55933,0.55573,0.56357,0.54144,3309007.42505509,-0.00643627196824781,0.56
2023-10-24 00:00:00+00:00,0.54772,0.55929,0.58659,0.53349,9081006.29774041,0.02112393193602565,0.55
2023-10-23 00:00:00+00:00,0.52298,0.5476,0.55296,0.52067,5263732.69181172,0.04707637003327082,0.52
2023-10-22 00:00:00+00:00,0.52116,0.52287,0.52413,0.51268,1305006.65067176,0.0032811420676951216,0.52
2023-10-21 00:00:00+00:00,0.5154,0.52123,0.53269,0.51121,1293813.36639906,0.011311602638727207,0.52
2023-10-20 00:00:00+00:00,0.52045,0.51589,0.53155,0.50914,3109105.68492537,-0.008761648573350003,0.52
2023-10-19 00:00:00+00:00,0.48803,0.52021,0.52478,0.47658,4252320.6583717,0.06593856935024472,0.49
2023-10-18 00:00:00+00:00,0.49118,0.48803,0.49272,0.4863,1332064.61544846,-0.0064131275703407835,0.49
2023-10-17 00:00:00+00:00,0.49814,0.49168,0.49814,0.48468,1552139.66272214,-0.012968241859718194,0.5
2023-10-16 00:00:00+00:00,0.48774,0.49799,0.51153,0.48468,2627568.58952885,0.021015295034239514,0.49
2023-10-15 00:00:00+00:00,0.48664,0.48761,0.49059,0.48529,575554.46037326,0.0019932599046522496,0.49
2023-10-14 00:00:00+00:00,0.48529,0.48692,0.4887,0.48363,501444.46418747,0.003358816377835975,0.49
2023-10-13 00:00:00+00:00,0.48297,0.48548,0.49108,0.47908,1471249.53792013,0.00519701016626294,0.48
2023-10-12 00:00:00+00:00,0.48878,0.48345,0.48878,0.4733,2000896.51568782,-0.010904701501698108,0.49
2023-10-11 00:00:00+00:00,0.49692,0.48922,0.49799,0.47909,2737073.890707,-0.015495451984222782,0.5
2023-10-10 00:00:00+00:00,0.50302,0.49692,0.5033,0.492,1886923.99407446,-0.012126754403403541,0.5
2023-10-09 00:00:00+00:00,0.51772,0.50335,0.52013,0.48713,3636791.59536581,-0.02775631615545081,0.52
2023-10-08 00:00:00+00:00,0.52179,0.51794,0.52359,0.51512,2656961.92638644,-0.0073784472680580694,0.52
2023-10-07 00:00:00+00:00,0.52614,0.52166,0.52614,0.52001,518564.82769877,-0.008514843957882007,0.53
2023-10-06 00:00:00+00:00,0.52304,0.52554,0.52962,0.5168,1295275.68485958,0.0047797491587642585,0.52
2023-10-05 00:00:00+00:00,0.53302,0.52304,0.53302,0.51634,2294694.77781712,-0.018723500056283253,0.53
2023-10-04 00:00:00+00:00,0.53899,0.53304,0.54247,0.51915,4355965.09841353,-0.011039165847232808,0.54
2023-10-03 00:00:00+00:00,0.51252,0.53889,0.54969,0.5054,3986444.62349362,0.05145165066729104,0.51
2023-10-02 00:00:00+00:00,0.5248,0.51271,0.52696,0.506,2892896.12479973,-0.023037347560975693,0.52
2023-10-01 00:00:00+00:00,0.51497,0.52432,0.52648,0.51384,1137096.78884576,0.018156397460046155,0.52
2023-09-30 00:00:00+00:00,0.52209,0.51484,0.52209,0.51401,1433407.83521429,-0.01388649466567084,0.52
2023-09-29 00:00:00+00:00,0.51037,0.52202,0.55,0.50665,7496493.18188441,0.022826576797225637,0.51
2023-09-28 00:00:00+00:00,0.49977,0.51039,0.5104,0.49558,1645167.45117866,0.021249774896452404,0.5
2023-09-27 00:00:00+00:00,0.50218,0.49976,0.50795,0.49735,1934411.12389979,-0.004818989207057187,0.5
2023-09-26 00:00:00+00:00,0.50602,0.5025,0.5081,0.49711,1716513.95585059,-0.006956246788664635,0.51
2023-09-25 00:00:00+00:00,0.50289,0.506,0.5075,0.49185,2677981.22897712,0.006184255006065059,0.5
2023-09-24 00:00:00+00:00,0.50813,0.50312,0.5123,0.4994,781145.93773243,-0.009859681577548973,0.51
2023-09-23 00:00:00+00:00,0.51315,0.50849,0.5141,0.50601,597773.61584282,-0.00908116535126181,0.51
2023-09-22 00:00:00+00:00,0.50745,0.51281,0.51774,0.50473,1257482.24762724,0.010562617006601698,0.51
2023-09-21 00:00:00+00:00,0.52141,0.50751,0.52141,0.50101,1899207.95131179,-0.02665848372681771,0.52
2023-09-20 00:00:00+00:00,0.51467,0.52135,0.52578,0.5073,2709196.90154267,0.012979190549284045,0.51
2023-09-19 00:00:00+00:00,0.50319,0.51445,0.5171,0.50113,2146532.42352334,0.02237723325185305,0.5
2023-09-18 00:00:00+00:00,0.49291,0.50363,0.5086,0.4875,2407641.58008617,0.021748392201416094,0.49
2023-09-17 00:00:00+00:00,0.50002,0.49307,0.50077,0.4898,1047113.96755495,-0.013899444022239133,0.5
2023-09-16 00:00:00+00:00,0.50078,0.49981,0.50384,0.49728,860876.453327,-0.0019369783138304772,0.5
2023-09-15 00:00:00+00:00,0.48962,0.50092,0.5087,0.4879,2248450.57188695,0.023079122584861795,0.49
2023-09-14 00:00:00+00:00,0.48352,0.48961,0.49436,0.48023,1767518.62526663,0.012595135671740537,0.48
2023-09-13 00:00:00+00:00,0.48073,0.48353,0.49159,0.47323,2980644.61924006,0.00582447527718267,0.48
2023-09-12 00:00:00+00:00,0.47467,0.48062,0.4879,0.47046,2773839.22358655,0.012535024332694317,0.47
2023-09-11 00:00:00+00:00,0.49739,0.4746,0.49807,0.4593,4170319.01175056,-0.045819176099237975,0.5
2023-09-10 00:00:00+00:00,0.50419,0.49705,0.5042,0.4927,1292236.64070036,-0.014161328070767042,0.5
2023-09-09 00:00:00+00:00,0.50465,0.50395,0.50476,0.50152,439814.62425268,-0.0013870999702764962,0.5
2023-09-08 00:00:00+00:00,0.50531,0.50513,0.50784,0.49398,1119152.48192263,-0.00035621697571801264,0.5
2023-09-07 00:00:00+00:00,0.50362,0.50525,0.50707,0.49692,943480.98751051,0.003236567253087686,0.5
2023-09-06 00:00:00+00:00,0.50517,0.50402,0.50596,0.49163,1523885.0032343,-0.002276461389235276,0.51
2023-09-05 00:00:00+00:00,0.5084,0.50567,0.5084,0.49921,951022.4173513,-0.005369787568843451,0.51
2023-09-04 00:00:00+00:00,0.50498,0.50846,0.51299,0.49652,1608789.64979604,0.006891362034140043,0.5
2023-09-03 00:00:00+00:00,0.49862,0.50499,0.51112,0.4972,3624108.4072729102,0.012775259716818503,0.5
2023-09-02 00:00:00+00:00,0.49805,0.49903,0.50294,0.49441,1130139.50829298,0.0019676739283204115,0.5
2023-09-01 00:00:00+00:00,0.5113,0.49804,0.51222,0.48635,2735691.68073672,-0.025933893995697233,0.51
2023-08-31 00:00:00+00:00,0.52852,0.51156,0.5291,0.4968,2829740.58981976,-0.032089608718686095,0.53
2023-08-30 00:00:00+00:00,0.54067,0.52894,0.54085,0.52206,1924280.93713165,-0.021695303974698096,0.54
2023-08-29 00:00:00+00:00,0.52367,0.54022,0.55017,0.51338,3305687.25588679,0.03160387266790167,0.52
2023-08-28 00:00:00+00:00,0.52413,0.52361,0.52505,0.51073,1633361.52571386,-0.000992120275504102,0.52
2023-08-27 00:00:00+00:00,0.52367,0.5246,0.53071,0.51725,1499896.39368171,0.0017759275879847738,0.52
2023-08-26 00:00:00+00:00,0.52642,0.52371,0.5288,0.5185,878450.82910565,-0.005147980699821417,0.53
2023-08-25 00:00:00+00:00,0.51876,0.52633,0.5325,0.50831,2354712.05052612,0.014592489783329412,0.52
2023-08-24 00:00:00+00:00,0.53042,0.5192,0.53232,0.5117,1582962.65896995,-0.02115304852758193,0.53
2023-08-23 00:00:00+00:00,0.52068,0.53041,0.5369,0.51611,2518904.57703939,0.018687101482676532,0.52
2023-08-22 00:00:00+00:00,0.52503,0.52091,0.52583,0.50078,5060393.37957897,-0.007847170637868337,0.52
2023-08-21 00:00:00+00:00,0.53881,0.52534,0.54018,0.50338,4369045.54493543,-0.02499953601455055,0.54
2023-08-20 00:00:00+00:00,0.52003,0.53916,0.55781,0.51617,5105323.24375528,0.036786339249658635,0.52
2023-08-19 00:00:00+00:00,0.5064,0.52028,0.5248,0.50086,3835260.76708281,0.027409162717219597,0.51
2023-08-18 00:00:00+00:00,0.50694,0.50667,0.52211,0.48317,10429691.33692565,-0.0005326074091608326,0.5
2023-08-17 00:00:00+00:00,0.58791,0.50658,0.59468,0.4201,12766495.38907862,-0.13833750063785274,0.59
2023-08-16 00:00:00+00:00,0.60987,0.58852,0.61674,0.5732,8509144.3887517,-0.0350074606063587,0.61
2023-08-15 00:00:00+00:00,0.63453,0.6103,0.63482,0.58007,3191452.14134161,-0.038185743778860075,0.63
2023-08-14 00:00:00+00:00,0.62594,0.63455,0.63682,0.62452,1053903.60392516,0.013755312010735685,0.63
2023-08-13 00:00:00+00:00,0.62771,0.62596,0.6386,0.62387,2003798.44739192,-0.002787911615236382,0.63
2023-08-12 00:00:00+00:00,0.63196,0.62778,0.63323,0.62299,1309532.42887048,-0.00661434267991639,0.63
2023-08-11 00:00:00+00:00,0.63277,0.63197,0.64064,0.62588,1052481.12439108,-0.001264282440697288,0.63
2023-08-10 00:00:00+00:00,0.64369,0.63309,0.6446,0.62445,2660571.9136369,-0.016467554257484106,0.64
2023-08-09 00:00:00+00:00,0.64181,0.64381,0.66659,0.6323,4940953.18305746,0.0031161870335457563,0.64
2023-08-08 00:00:00+00:00,0.6237,0.64319,0.64845,0.61434,4041467.74748472,0.031248997915664593,0.62
2023-08-07 00:00:00+00:00,0.62427,0.62392,0.6298,0.59623,3307268.20296154,-0.0005606548448587334,0.62
2023-08-06 00:00:00+00:00,0.629,0.62389,0.63895,0.62141,1593598.91328034,-0.00812400635930057,0.63
2023-08-05 00:00:00+00:00,0.63573,0.62888,0.63574,0.61091,4892273.2677237,-0.010775014550202165,0.64
2023-08-04 00:00:00+00:00,0.66305,0.63553,0.66806,0.62465,3570217.25508851,-0.04150516552296205,0.66
2023-08-03 00:00:00+00:00,0.68533,0.66305,0.68756,0.655,3036747.47764823,-0.03250988574847149,0.68
2023-08-02 00:00:00+00:00,0.70756,0.68548,0.70857,0.67631,2338938.94465849,-0.031205834134207685,0.71
2023-08-01 00:00:00+00:00,0.69856,0.70785,0.70857,0.67319,2632421.90763728,0.013298786074209833,0.7
2023-07-31 00:00:00+00:00,0.70526,0.69865,0.72131,0.68651,3854222.77872029,-0.009372430025806093,0.7
2023-07-30 00:00:00+00:00,0.71304,0.70536,0.73738,0.68447,2828815.69728235,-0.010770784247728066,0.71
2023-07-29 00:00:00+00:00,0.7131,0.713,0.7166,0.705,948935.37366563,-0.00014023278642545084,0.71
2023-07-28 00:00:00+00:00,0.71489,0.71312,0.7199,0.70297,1216614.58166929,-0.002475905384045167,0.71
2023-07-27 00:00:00+00:00,0.71715,0.7149,0.73414,0.70787,3612367.70619144,-0.003137418950010422,0.72
2023-07-26 00:00:00+00:00,0.70979,0.71766,0.73295,0.69317,3892172.91160674,0.011087786528409716,0.71
2023-07-25 00:00:00+00:00,0.70251,0.70998,0.7167,0.6751,3005591.75667313,0.010633300593585982,0.7
2023-07-24 00:00:00+00:00,0.73884,0.70323,0.7434,0.68,5189745.62397698,-0.048197173948351504,0.74
2023-07-23 00:00:00+00:00,0.73411,0.73905,0.75291,0.71598,4412007.10065386,0.006729236762882871,0.73
2023-07-22 00:00:00+00:00,0.77151,0.7341,0.78092,0.721,4261343.62262922,-0.048489326126686695,0.77
2023-07-21 00:00:00+00:00,0.79486,0.77287,0.7996,0.76102,4799437.41796049,-0.027665249226278922,0.79
2023-07-20 00:00:00+00:00,0.82088,0.79518,0.85024,0.77211,14160724.88597801,-0.03130786473053315,0.82
2023-07-19 00:00:00+00:00,0.77811,0.82005,0.85436,0.76848,15484374.73543943,0.05389983421367156,0.78
2023-07-18 00:00:00+00:00,0.73827,0.77883,0.78467,0.7313,7074162.57355316,0.05493924986793455,0.74
2023-07-17 00:00:00+00:00,0.74786,0.73883,0.76651,0.7135,9027625.46261338,-0.012074452437621992,0.75
2023-07-16 00:00:00+00:00,0.71498,0.74761,0.791,0.70243,14406969.89645753,0.04563764021371234,0.71
2023-07-15 00:00:00+00:00,0.71891,0.71495,0.73682,0.6932,15151329.7716552,-0.005508339013228463,0.72
2023-07-14 00:00:00+00:00,0.81613,0.71962,0.82632,0.66974,26854160.64891596,-0.1182532194625856,0.81
2023-07-13 00:00:00+00:00,0.47189,0.81703,0.94451,0.47012,42249471.24308703,0.7313992667782747,0.47
2023-07-12 00:00:00+00:00,0.47566,0.47158,0.47753,0.46489,3021359.29361478,-0.008577555396711995,0.48
2023-07-11 00:00:00+00:00,0.47837,0.47568,0.47869,0.4714,993363.69918181,-0.005623262328323318,0.48
2023-07-10 00:00:00+00:00,0.46868,0.47838,0.48028,0.46258,4732208.98145514,0.020696423999317322,0.47
2023-07-09 00:00:00+00:00,0.47042,0.46853,0.47229,0.46675,1097005.88910833,-0.004017686322860429,0.47
2023-07-08 00:00:00+00:00,0.46899,0.47093,0.47506,0.4654,1378586.76190467,0.004136548753704764,0.47
2023-07-07 00:00:00+00:00,0.46279,0.46899,0.4711,0.45777,1069845.87877148,0.013397005121113333,0.46
2023-07-06 00:00:00+00:00,0.47792,0.46284,0.4843,0.46158,2315853.99241854,-0.0315533980582525,0.48
2023-07-05 00:00:00+00:00,0.48752,0.47806,0.49207,0.46915,2463641.29120598,-0.01940433212996395,0.49
2023-07-04 00:00:00+00:00,0.48974,0.48712,0.49388,0.48196,1686044.70040267,-0.0053497774329236145,0.49
2023-07-03 00:00:00+00:00,0.48516,0.49029,0.49175,0.47901,2533717.04849038,0.010573831313381202,0.48
2023-07-02 00:00:00+00:00,0.47373,0.48459,0.4965,0.46985,4158027.46501572,0.022924450636438554,0.47
2023-07-01 00:00:00+00:00,0.47364,0.47364,0.47653,0.46437,1848289.96629016,0.0,0.47
2023-06-30 00:00:00+00:00,0.47534,0.4736,0.48294,0.4506,4427085.50471056,-0.0036605377203685024,0.47
2023-06-29 00:00:00+00:00,0.46475,0.47503,0.47762,0.46156,1321695.03176865,0.02211941904249599,0.46
2023-06-28 00:00:00+00:00,0.48375,0.46533,0.48418,0.44777,2826040.49086807,-0.038077519379844944,0.48
2023-06-27 00:00:00+00:00,0.47882,0.48411,0.48535,0.4763,1050905.61064642,0.011047992982749177,0.48
2023-06-26 00:00:00+00:00,0.49079,0.47951,0.49232,0.47036,1920055.67282549,-0.022983353369058074,0.49
2023-06-25 00:00:00+00:00,0.48674,0.49089,0.49816,0.4832,1855770.47367645,0.008526112503595322,0.49
2023-06-24 00:00:00+00:00,0.49644,0.48733,0.49644,0.47798,2171837.29135791,-0.018350656675529785,0.5
2023-06-23 00:00:00+00:00,0.49416,0.49646,0.50295,0.4847,3019176.72849205,0.0046543629593654365,0.5
2023-06-22 00:00:00+00:00,0.50033,0.49433,0.52756,0.48281,5061890.65823541,-0.011992085223752443,0.5
2023-06-21 00:00:00+00:00,0.49337,0.5003,0.50361,0.48971,3397299.22079049,0.014046253319010058,0.49
2023-06-20 00:00:00+00:00,0.49406,0.4932,0.4969,0.472,2975590.21270553,-0.001740679269724268,0.49
2023-06-19 00:00:00+00:00,0.48729,0.49379,0.4985,0.4814,2291442.90874292,0.013339079398304922,0.49
2023-06-18 00:00:00+00:00,0.47975,0.4878,0.49798,0.47401,3389210.74494651,0.016779572694111518,0.48
2023-06-17 00:00:00+00:00,0.47596,0.47971,0.4876,0.46984,2195853.07006523,0.007878813345659364,0.48
2023-06-16 00:00:00+00:00,0.48019,0.47617,0.48349,0.456,3799987.32186431,-0.008371686207542896,0.48
2023-06-15 00:00:00+00:00,0.48034,0.48042,0.48567,0.46727,3667330.71596631,0.00016654869467465648,0.48
2023-06-14 00:00:00+00:00,0.5198,0.48064,0.52076,0.46141,5968766.0852392,-0.07533666794921129,0.52
2023-06-13 00:00:00+00:00,0.5261,0.51999,0.5662,0.5058,12297765.73705268,-0.011613761642273445,0.53
2023-06-12 00:00:00+00:00,0.52105,0.5256,0.52851,0.50915,2510795.75083475,0.008732367335188451,0.52
2023-06-11 00:00:00+00:00,0.50717,0.52165,0.52982,0.5031,2424277.10083331,0.02855058461659786,0.51
2023-06-10 00:00:00+00:00,0.5382,0.50725,0.53956,0.47152,15060464.05181779,-0.057506503158677134,0.54
2023-06-09 00:00:00+00:00,0.52464,0.53855,0.54225,0.52069,4192369.75144046,0.02651341872522106,0.53
2023-06-08 00:00:00+00:00,0.5187,0.52438,0.52836,0.51619,3598399.79659554,0.010950453055716033,0.52
2023-06-07 00:00:00+00:00,0.53009,0.51879,0.53807,0.50731,4221421.89379763,-0.021317134826161554,0.53
2023-06-06 00:00:00+00:00,0.50917,0.53016,0.5328,0.49597,5479227.78348637,0.04122395270734716,0.51
2023-06-05 00:00:00+00:00,0.53608,0.50918,0.54315,0.48601,13612616.71150498,-0.05017907774958968,0.54
2023-06-04 00:00:00+00:00,0.51882,0.53629,0.547,0.51511,4170194.23955706,0.03367256466597297,0.52
2023-06-03 00:00:00+00:00,0.52393,0.51908,0.53441,0.5143,2240148.69595916,-0.009256961807875138,0.53
2023-06-02 00:00:00+00:00,0.50736,0.5254,0.52746,0.50387,4249104.80459237,0.03555660674865962,0.51
2023-06-01 00:00:00+00:00,0.51701,0.50683,0.51701,0.50169,2762700.94837919,-0.019690141389915025,0.52
2023-05-31 00:00:00+00:00,0.52124,0.51732,0.52811,0.50103,7731862.28807453,-0.007520527971759716,0.52
2023-05-30 00:00:00+00:00,0.49508,0.52124,0.52981,0.48976,12458347.33071918,0.05283994505938437,0.49
2023-05-29 00:00:00+00:00,0.48301,0.49513,0.4959,0.47631,4093649.29478593,0.02509264818533782,0.48
2023-05-28 00:00:00+00:00,0.47229,0.4826,0.4868,0.47054,1953685.41568411,0.021829807956975558,0.47
